payment_id,booking_id,customer_id,transaction_reference,amount,currency,payment_method,payment_status,gateway,created_at,failure_reason
PAY000805,BK000827,CUST00296,TXN83476061,17854,INR,Credit Card,pending,PayU,2026-10-18,
PAY000806,BK000899,CUST00031,TXN36463112,103245,INR,Wallet,success,Cashfree,2026-10-20,
PAY000807,BK000327,CUST00265,TXN48798654,105984,INR,Debit Card,refunded,PayU,2026-12-30,
PAY000808,BK000400,CUST00210,TXN16970357,111703,INR,Debit Card,success,Razorpay,2027-01-15,
PAY000809,BK000567,CUST00086,TXN17347283,8295,INR,Net Banking,pending,Razorpay,2027-01-06,
PAY000810,BK000218,CUST00224,TXN38980086,80036,INR,Credit Card,success,Stripe,2026-12-31,
PAY000811,BK000230,CUST00279,TXN77842524,49159,INR,UPI,success,Razorpay,2027-02-19,
PAY000812,BK000824,CUST00165,TXN88892999,11756,INR,UPI,success,PayU,2027-02-18,
PAY000813,BK000661,CUST00043,TXN84399571,116497,INR,Debit Card,success,PayU,2026-11-22,
PAY000814,BK000931,CUST00283,TXN27465936,8882,INR,Credit Card,pending,PayU,2026-10-17,
PAY000815,BK000047,CUST00286,TXN92809240,21158,INR,Debit Card,success,Razorpay,2027-03-16,
PAY000816,BK000746,CUST00249,TXN11767572,59421,INR,UPI,success,PayU,2027-01-09,
PAY000817,BK000387,CUST00084,TXN59840921,109260,INR,Wallet,success,PayU,2027-02-25,
PAY000818,BK000543,CUST00241,TXN58411365,29359,INR,Credit Card,success,Stripe,2027-02-03,
PAY000819,BK000162,CUST00059,TXN40941648,100192,INR,Debit Card,success,Stripe,2027-03-14,
PAY000820,BK000184,CUST00069,TXN56124456,82914,INR,UPI,success,Cashfree,2027-03-25,
PAY000821,BK000719,CUST00238,TXN67120442,102852,INR,UPI,pending,PayU,2027-02-28,
PAY000822,BK000457,CUST00164,TXN95527140,49811,INR,Net Banking,success,Cashfree,2027-01-17,
PAY000823,BK000895,CUST00086,TXN27960792,47802,INR,Credit Card,success,Cashfree,2026-12-20,
PAY000824,BK000413,CUST00180,TXN46479039,12235,INR,Wallet,success,Razorpay,2027-03-22,
PAY000825,BK000045,CUST00097,TXN60016540,105900,INR,Credit Card,success,Cashfree,2027-03-23,
PAY000826,BK000956,CUST00260,TXN31410574,61531,INR,Wallet,success,Stripe,2026-11-16,
PAY000827,BK000859,CUST00192,TXN34438972,108727,INR,Wallet,success,Cashfree,2027-03-30,
PAY000828,BK000082,CUST00077,TXN51496418,69938,INR,Debit Card,success,Razorpay,2027-02-26,
PAY000829,BK000270,CUST00184,TXN80687929,46965,INR,Wallet,success,PayU,2026-10-14,
PAY000830,BK000392,CUST00067,TXN33889640,41024,INR,UPI,success,PayU,2026-12-02,
PAY000831,BK000978,CUST00188,TXN23114139,105157,INR,Wallet,success,Cashfree,2026-11-13,
PAY000832,BK000318,CUST00093,TXN12362339,101720,INR,UPI,failed,PayU,2026-11-15,gateway_timeout
PAY000833,BK000068,CUST00105,TXN57821058,42546,INR,Net Banking,success,Stripe,2026-11-02,
PAY000834,BK000913,CUST00043,TXN69570639,46042,INR,Credit Card,success,Cashfree,2026-12-13,
PAY000835,BK000261,CUST00096,TXN74573129,10679,INR,Net Banking,success,Stripe,2026-12-19,
PAY000836,BK000287,CUST00237,TXN85608945,20252,INR,Wallet,success,Razorpay,2027-03-21,
PAY000837,BK000673,CUST00019,TXN76561913,54801,INR,Net Banking,success,Razorpay,2027-03-28,
PAY000838,BK000098,CUST00277,TXN28297601,58483,INR,Debit Card,success,Stripe,2027-03-26,
PAY000839,BK000496,CUST00179,TXN92137282,57071,INR,Wallet,pending,Razorpay,2026-11-08,
PAY000840,BK000629,CUST00103,TXN50515172,68601,INR,Wallet,refunded,Razorpay,2027-03-26,
PAY000841,BK000637,CUST00205,TXN39079139,13153,INR,Debit Card,success,PayU,2027-01-11,
PAY000842,BK000001,CUST00123,TXN15685463,15066,INR,Credit Card,success,Stripe,2026-12-02,
PAY000843,BK000629,CUST00111,TXN25801701,99058,INR,Credit Card,success,Razorpay,2026-10-07,
PAY000844,BK000951,CUST00071,TXN60674002,43391,INR,Credit Card,success,Stripe,2027-03-13,
PAY000845,BK000407,CUST00129,TXN47085361,93029,INR,Credit Card,success,PayU,2027-02-12,
PAY000846,BK000797,CUST00229,TXN56062506,88425,INR,Net Banking,success,Stripe,2026-10-31,
PAY000847,BK000776,CUST00156,TXN96853084,74661,INR,Net Banking,pending,Razorpay,2027-03-18,
PAY000848,BK000106,CUST00098,TXN20211896,109368,INR,Wallet,failed,Cashfree,2026-11-25,bank_declined
PAY000849,BK000996,CUST00258,TXN68817383,80338,INR,Credit Card,refunded,Cashfree,2027-03-24,
PAY000850,BK000650,CUST00058,TXN50798081,112462,INR,UPI,failed,Stripe,2027-03-11,invalid_payment
PAY000851,BK000226,CUST00022,TXN42546250,69082,INR,Net Banking,success,Razorpay,2027-01-31,
PAY000852,BK000009,CUST00273,TXN13184047,5473,INR,Net Banking,success,PayU,2026-11-15,
PAY000853,BK000948,CUST00234,TXN64994805,77087,INR,Credit Card,success,Razorpay,2026-12-02,
PAY000854,BK000375,CUST00166,TXN87223685,50318,INR,Debit Card,failed,Stripe,2026-10-11,insufficient_funds
PAY000855,BK000037,CUST00210,TXN85278996,116672,INR,Wallet,success,Cashfree,2027-02-24,
PAY000856,BK000767,CUST00294,TXN12431929,85412,INR,Net Banking,success,Razorpay,2027-01-03,
PAY000857,BK000193,CUST00054,TXN79969004,44059,INR,Debit Card,pending,Stripe,2027-02-25,
PAY000858,BK000857,CUST00030,TXN31345007,16997,INR,Debit Card,success,Cashfree,2026-10-12,
PAY000859,BK000272,CUST00011,TXN12611107,87078,INR,Net Banking,success,PayU,2026-12-08,
PAY000860,BK000242,CUST00133,TXN29898324,35915,INR,Net Banking,success,Razorpay,2027-03-18,
PAY000861,BK000108,CUST00005,TXN66094330,67702,INR,Debit Card,refunded,PayU,2026-10-04,
PAY000862,BK000352,CUST00261,TXN50893636,70163,INR,UPI,refunded,PayU,2026-12-20,
PAY000863,BK000888,CUST00233,TXN36778852,104225,INR,Debit Card,success,Razorpay,2027-02-12,
PAY000864,BK000120,CUST00121,TXN57180816,54764,INR,Debit Card,pending,PayU,2026-12-11,
PAY000865,BK000165,CUST00011,TXN29997843,81440,INR,Net Banking,refunded,Cashfree,2027-03-10,
PAY000866,BK000215,CUST00250,TXN32310935,65572,INR,Net Banking,success,Stripe,2027-02-02,
PAY000867,BK000686,CUST00132,TXN66367090,115540,INR,Credit Card,refunded,Cashfree,2027-02-07,
PAY000868,BK000947,CUST00011,TXN88666428,112946,INR,Net Banking,success,PayU,2026-11-19,
PAY000869,BK000817,CUST00277,TXN75878571,2208,INR,Debit Card,success,PayU,2027-03-08,
PAY000870,BK000679,CUST00034,TXN54314125,23098,INR,UPI,success,PayU,2026-10-12,
PAY000871,BK000063,CUST00279,TXN20907796,67133,INR,UPI,success,PayU,2026-11-10,
PAY000872,BK000047,CUST00103,TXN70129223,92028,INR,Net Banking,success,PayU,2027-03-04,
PAY000873,BK000747,CUST00197,TXN37101558,17023,INR,UPI,success,Razorpay,2026-11-24,
PAY000874,BK000735,CUST00240,TXN86149353,3399,INR,UPI,success,Razorpay,2027-01-24,
PAY000875,BK000796,CUST00068,TXN78160263,108785,INR,Wallet,success,Cashfree,2027-03-19,
PAY000876,BK000605,CUST00280,TXN17438218,50876,INR,Credit Card,success,PayU,2027-01-19,
PAY000877,BK000461,CUST00174,TXN55278174,4079,INR,Debit Card,success,Stripe,2027-01-31,
PAY000878,BK000348,CUST00247,TXN55857061,53500,INR,Debit Card,success,Stripe,2026-10-04,
PAY000879,BK000273,CUST00223,TXN74306118,104173,INR,Debit Card,success,Cashfree,2026-10-01,
PAY000880,BK000127,CUST00110,TXN21327382,73765,INR,Credit Card,success,Razorpay,2026-10-03,
PAY000881,BK000796,CUST00009,TXN87879530,55361,INR,Wallet,success,Cashfree,2026-11-02,
PAY000882,BK000169,CUST00051,TXN62889163,43520,INR,Wallet,failed,Cashfree,2026-12-29,insufficient_funds
PAY000883,BK000638,CUST00224,TXN98556633,23372,INR,Wallet,success,Stripe,2027-01-20,
PAY000884,BK000434,CUST00037,TXN28757456,69180,INR,Credit Card,success,Cashfree,2026-10-09,
PAY000885,BK000719,CUST00045,TXN14057540,8076,INR,Wallet,success,Stripe,2026-10-13,
PAY000886,BK000699,CUST00133,TXN67776428,23374,INR,Net Banking,pending,Cashfree,2027-01-28,
PAY000887,BK000321,CUST00261,TXN54395616,56843,INR,Wallet,success,Cashfree,2027-02-21,
PAY000888,BK000744,CUST00130,TXN43989662,52786,INR,Wallet,success,Razorpay,2027-03-07,
PAY000889,BK000745,CUST00040,TXN72535335,106084,INR,Debit Card,success,Cashfree,2026-10-20,
PAY000890,BK000988,CUST00016,TXN66013272,8739,INR,UPI,success,PayU,2027-03-20,
PAY000891,BK000370,CUST00143,TXN34226113,103171,INR,Wallet,success,Razorpay,2027-03-17,
PAY000892,BK000784,CUST00199,TXN18788321,53475,INR,Wallet,pending,Stripe,2027-01-19,
PAY000893,BK000991,CUST00293,TXN31748520,32946,INR,Credit Card,success,PayU,2026-10-27,
PAY000894,BK000260,CUST00266,TXN97766003,116003,INR,Net Banking,success,Razorpay,2027-02-26,
PAY000895,BK000756,CUST00122,TXN30153372,27536,INR,UPI,success,PayU,2027-01-07,
PAY000896,BK000085,CUST00114,TXN92492728,66026,INR,Debit Card,failed,Cashfree,2026-11-16,invalid_payment
PAY000897,BK000215,CUST00016,TXN94239412,80705,INR,Wallet,pending,Razorpay,2026-10-26,
PAY000898,BK000742,CUST00099,TXN60508376,75344,INR,Credit Card,success,Stripe,2026-12-17,
PAY000899,BK000814,CUST00006,TXN78045572,34515,INR,Debit Card,failed,Stripe,2026-12-03,bank_declined
PAY000900,BK000385,CUST00052,TXN60006638,76660,INR,UPI,success,Razorpay,2026-12-04,
PAY000901,BK000958,CUST00154,TXN67749815,14671,INR,UPI,failed,Stripe,2027-02-23,bank_declined
PAY000902,BK000911,CUST00078,TXN98316304,58843,INR,Net Banking,pending,Cashfree,2027-01-20,
PAY000903,BK000678,CUST00116,TXN77185212,82829,INR,Net Banking,failed,Razorpay,2026-11-25,bank_declined
PAY000904,BK000397,CUST00026,TXN64912230,35756,INR,Net Banking,success,Cashfree,2026-10-05,
PAY000905,BK000487,CUST00186,TXN86016979,57049,INR,UPI,success,PayU,2026-11-22,
PAY000906,BK000677,CUST00149,TXN24000359,107961,INR,Debit Card,refunded,PayU,2026-10-30,
PAY000907,BK000409,CUST00300,TXN82650193,101621,INR,Net Banking,failed,Cashfree,2026-11-27,invalid_payment
PAY000908,BK000819,CUST00059,TXN82288316,56609,INR,Wallet,failed,Stripe,2026-10-07,invalid_payment
PAY000909,BK000603,CUST00086,TXN18284718,34154,INR,Wallet,success,Razorpay,2026-12-30,
PAY000910,BK000646,CUST00150,TXN72506877,100854,INR,UPI,success,PayU,2026-12-25,
PAY000911,BK000591,CUST00135,TXN38588562,106728,INR,Credit Card,success,Cashfree,2026-12-25,
PAY000912,BK000715,CUST00236,TXN53306765,88116,INR,Debit Card,success,PayU,2027-01-01,
PAY000913,BK000145,CUST00216,TXN38049101,85925,INR,Net Banking,success,Stripe,2026-10-16,
PAY000914,BK000557,CUST00172,TXN48539810,50899,INR,Wallet,success,Cashfree,2027-02-01,
PAY000915,BK000455,CUST00237,TXN55645165,105159,INR,Wallet,success,Cashfree,2027-02-20,
PAY000916,BK000668,CUST00052,TXN67778601,98378,INR,UPI,success,Stripe,2027-01-06,
PAY000917,BK000071,CUST00048,TXN61541196,106418,INR,Debit Card,success,PayU,2027-02-04,
PAY000918,BK000759,CUST00212,TXN90131441,4384,INR,Credit Card,success,Cashfree,2027-01-09,
PAY000919,BK000253,CUST00290,TXN62450818,19869,INR,Credit Card,success,Razorpay,2026-12-20,
PAY000920,BK000395,CUST00124,TXN46543934,92278,INR,UPI,success,Razorpay,2027-03-13,
PAY000921,BK000528,CUST00235,TXN68399110,28239,INR,UPI,success,Stripe,2026-10-04,
PAY000922,BK000779,CUST00181,TXN50282830,38286,INR,Credit Card,pending,PayU,2026-11-04,
PAY000923,BK000118,CUST00275,TXN78163853,92277,INR,Debit Card,success,Razorpay,2026-10-08,
PAY000924,BK000745,CUST00121,TXN52352883,54082,INR,Wallet,failed,Stripe,2026-10-29,insufficient_funds
PAY000925,BK000401,CUST00125,TXN98180188,96351,INR,Wallet,success,Cashfree,2026-12-18,
PAY000926,BK000776,CUST00129,TXN77477357,5138,INR,Net Banking,success,PayU,2027-02-25,
PAY000927,BK000772,CUST00179,TXN10334473,14579,INR,UPI,success,Stripe,2026-12-18,
PAY000928,BK000381,CUST00135,TXN82256042,92021,INR,Debit Card,refunded,Stripe,2026-11-22,
PAY000929,BK000119,CUST00103,TXN94661357,72562,INR,Wallet,pending,Stripe,2027-02-11,
PAY000930,BK000297,CUST00113,TXN18965480,59781,INR,Net Banking,success,PayU,2027-02-24,
PAY000931,BK000772,CUST00298,TXN82316594,69187,INR,Debit Card,success,Stripe,2027-03-22,
PAY000932,BK000496,CUST00183,TXN69779353,105512,INR,Credit Card,success,Cashfree,2026-12-19,
PAY000933,BK000875,CUST00170,TXN28018306,15458,INR,Net Banking,refunded,Razorpay,2027-01-22,
PAY000934,BK000160,CUST00040,TXN58539064,51696,INR,Credit Card,success,Cashfree,2027-02-23,
PAY000935,BK000830,CUST00058,TXN20629603,75783,INR,Wallet,success,Razorpay,2027-02-26,
PAY000936,BK000640,CUST00174,TXN14844363,32383,INR,Debit Card,success,Stripe,2027-01-01,
PAY000937,BK000961,CUST00257,TXN94643590,49209,INR,Credit Card,success,Stripe,2026-11-04,
PAY000938,BK000317,CUST00003,TXN20956660,37878,INR,Debit Card,success,PayU,2026-12-12,
PAY000939,BK000032,CUST00271,TXN54729689,105894,INR,UPI,success,Razorpay,2027-01-31,
PAY000940,BK000487,CUST00280,TXN29577304,53734,INR,UPI,success,Stripe,2027-03-30,
PAY000941,BK000395,CUST00017,TXN83900896,90832,INR,Debit Card,success,Cashfree,2026-10-15,
PAY000942,BK000038,CUST00057,TXN13337080,96287,INR,Wallet,success,Cashfree,2027-03-12,
PAY000943,BK000590,CUST00262,TXN57451220,9902,INR,UPI,failed,PayU,2027-01-13,invalid_payment
PAY000944,BK000170,CUST00294,TXN64537505,30747,INR,Debit Card,success,Stripe,2027-03-29,
PAY000945,BK000637,CUST00100,TXN16935927,83310,INR,Debit Card,success,Razorpay,2027-01-08,
PAY000946,BK000803,CUST00059,TXN98113679,13708,INR,UPI,success,Stripe,2027-01-06,
PAY000947,BK000042,CUST00022,TXN22949362,112248,INR,Credit Card,pending,PayU,2027-03-06,
PAY000948,BK000433,CUST00040,TXN15819626,97319,INR,Wallet,pending,Cashfree,2026-12-26,
PAY000949,BK000327,CUST00237,TXN88898494,70125,INR,Wallet,success,Cashfree,2027-01-20,
PAY000950,BK000270,CUST00104,TXN16945305,40100,INR,Credit Card,failed,Stripe,2026-11-04,invalid_payment
PAY000951,BK000750,CUST00234,TXN42671094,62307,INR,Credit Card,success,Razorpay,2027-03-17,
PAY000952,BK000740,CUST00018,TXN69097224,70667,INR,Credit Card,failed,Cashfree,2026-11-09,gateway_timeout
PAY000953,BK000291,CUST00203,TXN36606223,68617,INR,UPI,success,PayU,2027-02-27,
PAY000954,BK000528,CUST00109,TXN29677598,65564,INR,UPI,success,Stripe,2027-03-10,
PAY000955,BK000577,CUST00228,TXN44677323,41256,INR,Wallet,success,Stripe,2027-03-30,
PAY000956,BK000350,CUST00003,TXN16900124,101948,INR,Credit Card,success,Razorpay,2027-01-29,
PAY000957,BK000231,CUST00077,TXN47477711,78155,INR,Credit Card,refunded,Razorpay,2027-03-06,
PAY000958,BK000564,CUST00061,TXN20854930,104278,INR,UPI,success,Razorpay,2027-01-02,
PAY000959,BK000348,CUST00118,TXN37126591,98973,INR,Wallet,success,Cashfree,2027-02-01,
PAY000960,BK000163,CUST00235,TXN80004149,84242,INR,Credit Card,success,Razorpay,2027-03-15,
PAY000961,BK000867,CUST00158,TXN72425104,35087,INR,UPI,pending,PayU,2026-12-18,
PAY000962,BK000768,CUST00185,TXN10919290,92032,INR,Debit Card,success,Razorpay,2026-11-04,
PAY000963,BK000748,CUST00195,TXN56071809,17547,INR,Wallet,success,PayU,2027-03-28,
PAY000964,BK000936,CUST00038,TXN49482443,88353,INR,Wallet,success,Cashfree,2026-12-28,
PAY000965,BK000440,CUST00067,TXN28123625,68515,INR,Net Banking,pending,Cashfree,2027-01-05,
PAY000966,BK000140,CUST00300,TXN89353561,16474,INR,Net Banking,success,PayU,2027-01-26,
PAY000967,BK000840,CUST00229,TXN59598207,62653,INR,Debit Card,pending,Razorpay,2026-10-10,
PAY000968,BK000095,CUST00187,TXN90773116,86956,INR,UPI,success,PayU,2027-01-16,
PAY000969,BK000051,CUST00140,TXN87486908,30883,INR,Net Banking,success,Razorpay,2026-11-06,
PAY000970,BK000549,CUST00208,TXN70587145,113817,INR,Wallet,refunded,PayU,2026-12-20,
PAY000971,BK000116,CUST00131,TXN27725320,86376,INR,Wallet,success,Cashfree,2026-11-01,
PAY000972,BK000956,CUST00047,TXN30017385,86988,INR,UPI,success,Stripe,2027-03-07,
PAY000973,BK000428,CUST00014,TXN80071386,55588,INR,UPI,pending,Cashfree,2026-11-22,
PAY000974,BK000426,CUST00194,TXN35368894,105574,INR,UPI,success,Cashfree,2026-11-25,
PAY000975,BK000733,CUST00235,TXN23144913,117573,INR,Net Banking,failed,Stripe,2027-01-25,invalid_payment
PAY000976,BK000721,CUST00160,TXN89135899,117399,INR,Debit Card,success,Cashfree,2027-02-24,
PAY000977,BK000696,CUST00087,TXN99746222,34885,INR,Wallet,success,Stripe,2027-02-05,
PAY000978,BK000419,CUST00229,TXN93925452,38841,INR,UPI,success,Cashfree,2026-10-28,
PAY000979,BK000170,CUST00111,TXN39017813,74686,INR,Net Banking,success,Stripe,2026-12-22,
PAY000980,BK000635,CUST00198,TXN66693604,20609,INR,Debit Card,failed,Razorpay,2027-02-25,insufficient_funds
PAY000981,BK000127,CUST00196,TXN74993730,88691,INR,Net Banking,failed,PayU,2026-10-08,insufficient_funds
PAY000982,BK001000,CUST00140,TXN65515623,107027,INR,Credit Card,success,Stripe,2027-01-20,
PAY000983,BK000193,CUST00212,TXN97882553,16975,INR,Debit Card,refunded,Razorpay,2027-02-16,
PAY000984,BK000915,CUST00280,TXN17011515,113845,INR,UPI,pending,Razorpay,2027-01-23,
PAY000985,BK000107,CUST00168,TXN44209957,2379,INR,Debit Card,success,Razorpay,2027-01-13,
PAY000986,BK000090,CUST00020,TXN15360545,66743,INR,Net Banking,success,PayU,2027-01-13,
PAY000987,BK000375,CUST00139,TXN56097149,36606,INR,Debit Card,failed,Stripe,2026-11-16,gateway_timeout
PAY000988,BK000331,CUST00236,TXN81155769,10610,INR,Debit Card,success,Stripe,2027-03-22,
PAY000989,BK000795,CUST00046,TXN12514413,25907,INR,Credit Card,success,PayU,2027-03-30,
PAY000990,BK000931,CUST00272,TXN40570332,86212,INR,Debit Card,success,PayU,2026-11-29,
PAY000991,BK000108,CUST00291,TXN17839537,96701,INR,Wallet,success,Stripe,2026-11-28,
PAY000992,BK000339,CUST00214,TXN36641766,110559,INR,UPI,success,Stripe,2026-12-17,
PAY000993,BK000245,CUST00241,TXN22386017,2085,INR,Debit Card,success,Razorpay,2027-03-19,
PAY000994,BK000306,CUST00039,TXN78120018,62512,INR,Credit Card,success,PayU,2027-03-03,
PAY000995,BK000673,CUST00151,TXN88064986,104506,INR,Wallet,success,Razorpay,2026-12-11,
PAY000996,BK000537,CUST00250,TXN55202578,112205,INR,UPI,success,PayU,2027-03-08,
PAY000997,BK000791,CUST00278,TXN32910860,98030,INR,Wallet,success,PayU,2027-01-26,
PAY000998,BK000255,CUST00147,TXN83279677,115730,INR,Net Banking,success,Stripe,2027-01-12,
PAY000999,BK000606,CUST00132,TXN97374730,89533,INR,Wallet,success,Razorpay,2026-12-26,
PAY001000,BK000468,CUST00170,TXN62787341,55995,INR,UPI,pending,Razorpay,2026-11-22,
