compensation_id,booking_id,customer_id,incident_type,original_amount,compensation_amount,currency,compensation_type,status,resolution,created_at
COMP000794,BK000871,CUST00070,provider_failure,79566,21589,INR,partial_refund,approved,alternative_service,2027-01-08
COMP000795,BK000122,CUST00077,cancellation,116227,21834,INR,refund,pending,full_refund,2026-10-14
COMP000796,BK000375,CUST00133,partial_booking,128664,14495,INR,partial_refund,processed,full_refund,2027-01-07
COMP000797,BK000673,CUST00141,payment_failure,81048,15949,INR,voucher,processed,full_refund,2026-11-17
COMP000798,BK000235,CUST00154,payment_failure,17932,24587,INR,voucher,pending,provider_rebooked,2026-11-22
COMP000799,BK000462,CUST00269,payment_failure,60491,9899,INR,partial_refund,approved,customer_credit,2026-11-16
COMP000800,BK000477,CUST00149,payment_failure,124169,17214,INR,refund,rejected,full_refund,2027-03-23
COMP000801,BK000543,CUST00127,partial_booking,134735,21185,INR,cash_compensation,approved,full_refund,2026-11-20
COMP000802,BK000745,CUST00206,partial_booking,20773,23728,INR,voucher,pending,full_refund,2027-02-23
COMP000803,BK000150,CUST00199,cancellation,17763,6723,INR,credit,pending,full_refund,2027-02-17
COMP000804,BK000664,CUST00054,overbooking,60241,22268,INR,refund,processed,manual_review,2027-02-21
COMP000805,BK000690,CUST00181,partial_booking,98668,12016,INR,credit,processed,alternative_service,2027-03-05
COMP000806,BK000226,CUST00268,service_unavailable,67997,9513,INR,refund,pending,provider_rebooked,2027-03-27
COMP000807,BK000958,CUST00003,cancellation,96353,11073,INR,voucher,approved,alternative_service,2026-11-18
COMP000808,BK000480,CUST00110,service_unavailable,31092,496,INR,voucher,processed,partial_refund,2027-02-28
COMP000809,BK000387,CUST00213,service_unavailable,11281,16854,INR,refund,rejected,partial_refund,2026-10-23
COMP000810,BK000842,CUST00167,partial_booking,92716,5530,INR,refund,rejected,partial_refund,2027-03-01
COMP000811,BK000386,CUST00299,partial_booking,48797,13909,INR,voucher,approved,partial_refund,2026-11-07
COMP000812,BK000521,CUST00265,provider_failure,132771,14995,INR,refund,approved,full_refund,2026-12-14
COMP000813,BK000246,CUST00052,provider_failure,86466,17930,INR,credit,processed,partial_refund,2026-10-13
COMP000814,BK000565,CUST00258,overbooking,98238,18805,INR,partial_refund,approved,manual_review,2026-11-03
COMP000815,BK000864,CUST00023,provider_failure,100303,9152,INR,cash_compensation,pending,full_refund,2027-02-25
COMP000816,BK000094,CUST00135,cancellation,88594,2274,INR,cash_compensation,approved,manual_review,2026-11-17
COMP000817,BK000369,CUST00193,provider_failure,63105,14876,INR,cash_compensation,approved,provider_rebooked,2026-10-02
COMP000818,BK000469,CUST00125,partial_booking,11337,11436,INR,refund,processed,partial_refund,2027-01-30
COMP000819,BK000473,CUST00040,overbooking,5923,20418,INR,partial_refund,processed,alternative_service,2027-03-26
COMP000820,BK000486,CUST00266,provider_failure,4677,14420,INR,partial_refund,approved,manual_review,2026-10-04
COMP000821,BK000789,CUST00055,partial_booking,51700,17966,INR,voucher,approved,alternative_service,2027-03-09
COMP000822,BK000241,CUST00050,cancellation,111991,11051,INR,refund,approved,customer_credit,2026-10-20
COMP000823,BK000795,CUST00293,cancellation,51611,16523,INR,cash_compensation,pending,provider_rebooked,2027-03-16
COMP000824,BK000784,CUST00260,cancellation,46149,4497,INR,credit,rejected,partial_refund,2026-10-09
COMP000825,BK000550,CUST00154,overbooking,60064,2383,INR,refund,rejected,customer_credit,2027-03-22
COMP000826,BK000706,CUST00064,overbooking,122661,12964,INR,cash_compensation,processed,partial_refund,2026-11-19
COMP000827,BK000878,CUST00116,partial_booking,54888,10480,INR,partial_refund,pending,manual_review,2027-02-09
COMP000828,BK000792,CUST00143,provider_failure,10847,511,INR,partial_refund,processed,alternative_service,2027-03-20
COMP000829,BK000754,CUST00047,partial_booking,42421,8425,INR,cash_compensation,pending,provider_rebooked,2027-03-29
COMP000830,BK000056,CUST00077,service_unavailable,11463,24617,INR,refund,processed,customer_credit,2026-11-09
COMP000831,BK000374,CUST00275,payment_failure,82168,20848,INR,voucher,rejected,provider_rebooked,2026-10-10
COMP000832,BK000211,CUST00125,provider_failure,13298,13358,INR,cash_compensation,pending,manual_review,2026-10-02
COMP000833,BK000133,CUST00288,overbooking,104130,12731,INR,voucher,processed,provider_rebooked,2026-11-25
COMP000834,BK000414,CUST00003,provider_failure,17508,4828,INR,cash_compensation,processed,alternative_service,2027-02-01
COMP000835,BK000757,CUST00296,provider_failure,127531,22798,INR,refund,approved,customer_credit,2027-03-19
COMP000836,BK000864,CUST00212,partial_booking,61742,20374,INR,credit,pending,provider_rebooked,2027-01-26
COMP000837,BK000483,CUST00029,partial_booking,53614,2818,INR,voucher,rejected,customer_credit,2026-11-16
COMP000838,BK000042,CUST00171,payment_failure,18312,7239,INR,refund,approved,partial_refund,2027-03-20
COMP000839,BK000665,CUST00147,payment_failure,67037,24279,INR,voucher,processed,partial_refund,2026-11-29
COMP000840,BK000189,CUST00162,service_unavailable,32141,5670,INR,cash_compensation,pending,full_refund,2027-02-22
COMP000841,BK000299,CUST00196,partial_booking,144543,23959,INR,credit,processed,alternative_service,2027-01-05
COMP000842,BK000458,CUST00294,overbooking,59761,11201,INR,credit,approved,provider_rebooked,2027-03-30
COMP000843,BK000541,CUST00126,cancellation,138008,21722,INR,partial_refund,approved,partial_refund,2026-10-14
COMP000844,BK000534,CUST00151,payment_failure,109285,4507,INR,cash_compensation,approved,full_refund,2026-11-23
COMP000845,BK000841,CUST00019,service_unavailable,1382,24582,INR,voucher,processed,customer_credit,2026-12-25
COMP000846,BK000440,CUST00200,partial_booking,83062,6100,INR,partial_refund,pending,customer_credit,2027-01-13
COMP000847,BK000534,CUST00294,cancellation,78423,2677,INR,refund,rejected,full_refund,2027-01-08
COMP000848,BK000954,CUST00076,cancellation,57629,20064,INR,refund,pending,full_refund,2026-12-08
COMP000849,BK000573,CUST00172,provider_failure,106649,19193,INR,voucher,pending,full_refund,2026-10-04
COMP000850,BK000806,CUST00042,payment_failure,22610,10980,INR,partial_refund,processed,alternative_service,2027-01-20
COMP000851,BK000657,CUST00261,cancellation,77537,21851,INR,voucher,processed,partial_refund,2027-03-22
COMP000852,BK000980,CUST00133,overbooking,148445,20681,INR,refund,rejected,full_refund,2026-10-24
COMP000853,BK000065,CUST00231,overbooking,58718,16796,INR,credit,approved,partial_refund,2026-12-28
COMP000854,BK000441,CUST00213,provider_failure,50975,19325,INR,voucher,pending,provider_rebooked,2027-03-11
COMP000855,BK000547,CUST00152,cancellation,130777,14798,INR,refund,rejected,customer_credit,2026-11-15
COMP000856,BK000858,CUST00088,partial_booking,47498,1276,INR,voucher,rejected,partial_refund,2026-12-18
COMP000857,BK000015,CUST00111,partial_booking,51775,4113,INR,cash_compensation,rejected,partial_refund,2027-03-12
COMP000858,BK000294,CUST00147,payment_failure,56751,1834,INR,refund,processed,partial_refund,2026-12-17
COMP000859,BK000720,CUST00131,provider_failure,126989,10464,INR,credit,approved,alternative_service,2027-01-08
COMP000860,BK000288,CUST00008,service_unavailable,59268,24601,INR,voucher,approved,alternative_service,2026-12-06
COMP000861,BK000405,CUST00060,overbooking,50663,15112,INR,cash_compensation,processed,partial_refund,2026-10-15
COMP000862,BK000322,CUST00162,cancellation,77513,441,INR,credit,pending,alternative_service,2026-11-15
COMP000863,BK000584,CUST00277,overbooking,42652,17469,INR,voucher,processed,full_refund,2026-10-27
COMP000864,BK000608,CUST00138,payment_failure,51024,11790,INR,voucher,processed,manual_review,2027-02-20
COMP000865,BK000256,CUST00207,overbooking,109688,6987,INR,voucher,rejected,provider_rebooked,2027-02-26
COMP000866,BK000956,CUST00040,partial_booking,68805,765,INR,cash_compensation,rejected,alternative_service,2026-12-27
COMP000867,BK000222,CUST00211,partial_booking,142471,19629,INR,voucher,processed,full_refund,2027-01-03
COMP000868,BK000636,CUST00105,payment_failure,103511,9457,INR,refund,pending,provider_rebooked,2027-03-05
COMP000869,BK000570,CUST00262,provider_failure,23813,13893,INR,credit,pending,customer_credit,2026-10-01
COMP000870,BK000335,CUST00287,provider_failure,99946,4606,INR,refund,pending,partial_refund,2027-01-25
COMP000871,BK000467,CUST00291,overbooking,99908,20345,INR,partial_refund,approved,manual_review,2027-01-21
COMP000872,BK000681,CUST00124,service_unavailable,544,1266,INR,voucher,rejected,partial_refund,2027-02-24
COMP000873,BK000210,CUST00025,cancellation,143240,12475,INR,refund,approved,provider_rebooked,2026-12-15
COMP000874,BK000390,CUST00077,provider_failure,59299,24270,INR,credit,approved,alternative_service,2026-12-01
COMP000875,BK000282,CUST00085,overbooking,20071,14237,INR,refund,rejected,alternative_service,2026-12-11
COMP000876,BK000078,CUST00027,provider_failure,96516,1527,INR,partial_refund,pending,manual_review,2026-11-01
COMP000877,BK000006,CUST00065,payment_failure,104495,14415,INR,voucher,rejected,provider_rebooked,2026-11-25
COMP000878,BK000644,CUST00090,payment_failure,98758,9206,INR,cash_compensation,approved,provider_rebooked,2027-02-08
COMP000879,BK000821,CUST00189,payment_failure,148426,7901,INR,credit,approved,customer_credit,2027-01-09
COMP000880,BK000185,CUST00222,service_unavailable,44491,6380,INR,credit,processed,manual_review,2027-03-19
COMP000881,BK000559,CUST00087,partial_booking,146139,2918,INR,voucher,pending,provider_rebooked,2027-02-05
COMP000882,BK000224,CUST00168,service_unavailable,7552,19658,INR,credit,rejected,full_refund,2027-01-02
COMP000883,BK000988,CUST00103,partial_booking,104226,10913,INR,credit,rejected,manual_review,2026-11-12
COMP000884,BK000032,CUST00231,provider_failure,47692,13291,INR,refund,processed,customer_credit,2026-12-02
COMP000885,BK000249,CUST00109,partial_booking,140508,7164,INR,refund,processed,alternative_service,2027-03-13
COMP000886,BK000892,CUST00051,partial_booking,52692,12213,INR,cash_compensation,processed,manual_review,2026-11-09
COMP000887,BK000707,CUST00214,cancellation,138268,5186,INR,voucher,approved,customer_credit,2026-12-12
COMP000888,BK000306,CUST00283,partial_booking,7323,9065,INR,refund,pending,customer_credit,2026-12-07
COMP000889,BK000152,CUST00074,payment_failure,16603,20931,INR,voucher,pending,partial_refund,2027-01-24
COMP000890,BK000068,CUST00155,overbooking,136645,20730,INR,refund,rejected,alternative_service,2026-12-14
COMP000891,BK000597,CUST00133,service_unavailable,121642,9370,INR,credit,approved,alternative_service,2027-02-01
COMP000892,BK000286,CUST00170,service_unavailable,11721,21543,INR,refund,rejected,provider_rebooked,2026-12-27
COMP000893,BK000548,CUST00101,service_unavailable,94314,4042,INR,cash_compensation,rejected,partial_refund,2026-11-28
COMP000894,BK000735,CUST00213,payment_failure,14762,24143,INR,partial_refund,approved,provider_rebooked,2027-01-18
COMP000895,BK000966,CUST00103,payment_failure,47994,24595,INR,refund,rejected,full_refund,2027-03-17
COMP000896,BK000413,CUST00061,overbooking,111560,17950,INR,credit,approved,full_refund,2027-03-11
COMP000897,BK000892,CUST00038,partial_booking,99264,19435,INR,voucher,approved,full_refund,2026-12-30
COMP000898,BK000932,CUST00198,overbooking,139646,9274,INR,partial_refund,approved,manual_review,2027-01-08
COMP000899,BK000237,CUST00194,service_unavailable,38326,16249,INR,refund,approved,customer_credit,2026-11-27
COMP000900,BK000518,CUST00149,partial_booking,8465,6116,INR,voucher,pending,customer_credit,2027-03-25
COMP000901,BK000780,CUST00097,service_unavailable,147322,11222,INR,cash_compensation,pending,alternative_service,2026-12-24
COMP000902,BK000389,CUST00003,payment_failure,135356,23925,INR,credit,processed,alternative_service,2026-12-17
COMP000903,BK000894,CUST00289,service_unavailable,98047,24943,INR,credit,rejected,manual_review,2027-03-12
COMP000904,BK000733,CUST00251,cancellation,88804,11049,INR,cash_compensation,pending,full_refund,2026-12-11
COMP000905,BK000687,CUST00269,service_unavailable,118443,730,INR,voucher,processed,provider_rebooked,2027-03-27
COMP000906,BK000340,CUST00094,payment_failure,58176,24872,INR,voucher,pending,provider_rebooked,2026-11-12
COMP000907,BK000516,CUST00003,payment_failure,47099,3208,INR,cash_compensation,approved,provider_rebooked,2027-01-26
COMP000908,BK000476,CUST00120,overbooking,142019,10097,INR,cash_compensation,pending,customer_credit,2027-01-22
COMP000909,BK000394,CUST00274,payment_failure,86612,4170,INR,refund,pending,full_refund,2027-01-31
COMP000910,BK000641,CUST00068,partial_booking,137698,11472,INR,partial_refund,pending,alternative_service,2026-11-16
COMP000911,BK000835,CUST00235,payment_failure,131319,4980,INR,partial_refund,processed,partial_refund,2026-10-19
COMP000912,BK000576,CUST00010,partial_booking,2065,4255,INR,refund,approved,full_refund,2027-01-30
COMP000913,BK000422,CUST00196,cancellation,3088,6240,INR,cash_compensation,processed,customer_credit,2026-12-09
COMP000914,BK000673,CUST00254,cancellation,109539,21199,INR,partial_refund,processed,provider_rebooked,2026-11-21
COMP000915,BK000633,CUST00007,provider_failure,96978,19474,INR,cash_compensation,processed,provider_rebooked,2027-01-23
COMP000916,BK000863,CUST00006,provider_failure,34495,24669,INR,voucher,pending,alternative_service,2026-11-18
COMP000917,BK000863,CUST00295,overbooking,23829,11141,INR,cash_compensation,pending,provider_rebooked,2027-02-27
COMP000918,BK000063,CUST00268,payment_failure,2099,14105,INR,cash_compensation,pending,manual_review,2026-11-18
COMP000919,BK000285,CUST00269,payment_failure,110443,22432,INR,cash_compensation,approved,manual_review,2026-11-29
COMP000920,BK000215,CUST00276,service_unavailable,48801,19664,INR,cash_compensation,approved,provider_rebooked,2026-11-28
COMP000921,BK001000,CUST00242,provider_failure,143113,13224,INR,credit,approved,manual_review,2026-12-30
COMP000922,BK000222,CUST00289,cancellation,87926,22207,INR,credit,processed,alternative_service,2026-10-10
COMP000923,BK000915,CUST00025,overbooking,121815,8180,INR,cash_compensation,pending,manual_review,2026-12-19
COMP000924,BK000606,CUST00153,provider_failure,10438,15716,INR,credit,processed,full_refund,2026-10-28
COMP000925,BK000511,CUST00216,payment_failure,39927,11048,INR,voucher,processed,partial_refund,2027-02-26
COMP000926,BK000543,CUST00051,provider_failure,6399,1504,INR,partial_refund,rejected,customer_credit,2026-12-27
COMP000927,BK000993,CUST00261,partial_booking,66368,8067,INR,cash_compensation,processed,full_refund,2026-10-17
COMP000928,BK000103,CUST00118,cancellation,8910,19003,INR,voucher,pending,manual_review,2027-03-17
COMP000929,BK000867,CUST00178,cancellation,69817,20342,INR,voucher,pending,provider_rebooked,2026-12-05
COMP000930,BK000523,CUST00214,provider_failure,97864,9722,INR,voucher,approved,customer_credit,2027-02-08
COMP000931,BK000680,CUST00166,overbooking,65877,16597,INR,credit,pending,full_refund,2026-11-22
COMP000932,BK000551,CUST00227,provider_failure,94936,15026,INR,voucher,approved,full_refund,2027-02-07
COMP000933,BK000561,CUST00015,service_unavailable,32016,15133,INR,voucher,processed,provider_rebooked,2026-11-12
COMP000934,BK000237,CUST00127,provider_failure,6705,16777,INR,voucher,pending,provider_rebooked,2027-02-20
COMP000935,BK000086,CUST00065,overbooking,46625,17912,INR,refund,rejected,alternative_service,2026-10-31
COMP000936,BK000022,CUST00131,provider_failure,16587,7360,INR,partial_refund,rejected,full_refund,2026-12-01
COMP000937,BK000480,CUST00020,partial_booking,79292,6471,INR,credit,processed,customer_credit,2026-11-21
COMP000938,BK000921,CUST00203,overbooking,125428,3424,INR,partial_refund,pending,provider_rebooked,2026-10-31
COMP000939,BK000261,CUST00276,payment_failure,102945,5625,INR,partial_refund,approved,manual_review,2027-01-23
COMP000940,BK000315,CUST00288,service_unavailable,91450,2524,INR,voucher,rejected,alternative_service,2026-11-12
COMP000941,BK000497,CUST00132,cancellation,22764,22902,INR,cash_compensation,approved,provider_rebooked,2027-03-13
COMP000942,BK000961,CUST00103,provider_failure,80765,15653,INR,partial_refund,approved,partial_refund,2026-12-08
COMP000943,BK000742,CUST00081,cancellation,44323,21166,INR,voucher,processed,partial_refund,2026-10-31
COMP000944,BK000908,CUST00089,overbooking,112654,10384,INR,refund,pending,alternative_service,2027-02-08
COMP000945,BK000765,CUST00124,cancellation,113488,20175,INR,partial_refund,processed,partial_refund,2026-11-23
COMP000946,BK000645,CUST00159,provider_failure,122328,16594,INR,voucher,pending,alternative_service,2027-01-23
COMP000947,BK000407,CUST00295,service_unavailable,92717,910,INR,partial_refund,processed,provider_rebooked,2026-12-17
COMP000948,BK000740,CUST00077,provider_failure,137621,4275,INR,voucher,rejected,manual_review,2027-01-01
COMP000949,BK000941,CUST00233,service_unavailable,15258,23818,INR,partial_refund,rejected,alternative_service,2027-01-19
COMP000950,BK000267,CUST00241,payment_failure,26854,16398,INR,refund,rejected,alternative_service,2026-12-29
COMP000951,BK000078,CUST00290,overbooking,80701,9921,INR,credit,approved,customer_credit,2027-01-04
COMP000952,BK000828,CUST00010,cancellation,92204,6296,INR,partial_refund,processed,full_refund,2026-12-06
COMP000953,BK000813,CUST00064,partial_booking,104341,10968,INR,refund,processed,full_refund,2027-02-21
COMP000954,BK000180,CUST00012,service_unavailable,141150,6444,INR,cash_compensation,approved,customer_credit,2027-02-16
COMP000955,BK000666,CUST00057,payment_failure,74252,14249,INR,refund,pending,full_refund,2027-03-21
COMP000956,BK000817,CUST00220,service_unavailable,73976,8429,INR,credit,processed,manual_review,2027-03-28
COMP000957,BK000542,CUST00045,payment_failure,39227,22845,INR,partial_refund,approved,full_refund,2027-01-18
COMP000958,BK000924,CUST00017,provider_failure,78343,22849,INR,voucher,pending,customer_credit,2027-01-25
COMP000959,BK000912,CUST00122,overbooking,127822,24130,INR,cash_compensation,rejected,manual_review,2027-01-05
COMP000960,BK000511,CUST00203,payment_failure,3727,3756,INR,partial_refund,approved,full_refund,2026-10-28
COMP000961,BK000431,CUST00059,payment_failure,75819,3797,INR,refund,processed,full_refund,2026-12-20
COMP000962,BK000744,CUST00159,overbooking,80647,1430,INR,refund,processed,partial_refund,2026-12-26
COMP000963,BK000333,CUST00214,provider_failure,41316,22695,INR,credit,rejected,partial_refund,2027-02-23
COMP000964,BK000550,CUST00286,service_unavailable,48831,17236,INR,credit,processed,alternative_service,2026-10-19
COMP000965,BK000330,CUST00182,service_unavailable,79014,5447,INR,credit,approved,partial_refund,2027-03-21
COMP000966,BK000614,CUST00237,overbooking,140391,23465,INR,partial_refund,processed,full_refund,2027-02-17
COMP000967,BK000104,CUST00120,service_unavailable,110880,9365,INR,refund,pending,provider_rebooked,2026-10-14
COMP000968,BK000941,CUST00004,partial_booking,20076,527,INR,partial_refund,pending,customer_credit,2026-10-04
COMP000969,BK000264,CUST00148,cancellation,99390,9080,INR,partial_refund,rejected,provider_rebooked,2026-10-28
COMP000970,BK000526,CUST00286,overbooking,103246,12523,INR,voucher,processed,alternative_service,2026-10-20
COMP000971,BK000691,CUST00022,overbooking,15726,20994,INR,refund,processed,alternative_service,2026-10-27
COMP000972,BK000152,CUST00255,provider_failure,143911,4751,INR,refund,processed,manual_review,2027-02-27
COMP000973,BK000554,CUST00107,overbooking,144869,16891,INR,cash_compensation,pending,provider_rebooked,2026-12-09
COMP000974,BK000785,CUST00077,service_unavailable,107993,24224,INR,partial_refund,processed,customer_credit,2027-03-13
COMP000975,BK000362,CUST00228,payment_failure,95184,20048,INR,voucher,approved,manual_review,2027-01-24
COMP000976,BK000538,CUST00239,provider_failure,57596,13100,INR,voucher,pending,customer_credit,2027-01-04
COMP000977,BK000316,CUST00293,partial_booking,128757,24061,INR,voucher,processed,provider_rebooked,2026-11-27
COMP000978,BK000876,CUST00075,partial_booking,49387,7427,INR,voucher,approved,alternative_service,2026-11-19
COMP000979,BK000132,CUST00137,service_unavailable,50893,17352,INR,voucher,processed,alternative_service,2026-11-30
COMP000980,BK000682,CUST00236,overbooking,42998,12316,INR,credit,pending,manual_review,2026-10-15
COMP000981,BK000476,CUST00105,cancellation,35838,9470,INR,refund,pending,partial_refund,2026-12-01
COMP000982,BK000770,CUST00040,cancellation,24212,7320,INR,cash_compensation,pending,manual_review,2026-11-20
COMP000983,BK000318,CUST00127,service_unavailable,68160,3510,INR,voucher,rejected,full_refund,2027-01-21
COMP000984,BK000594,CUST00102,cancellation,35105,3719,INR,cash_compensation,pending,partial_refund,2026-10-01
COMP000985,BK000120,CUST00288,payment_failure,11730,6449,INR,refund,pending,customer_credit,2026-11-05
COMP000986,BK000379,CUST00289,service_unavailable,78210,18998,INR,voucher,approved,full_refund,2027-03-05
COMP000987,BK000686,CUST00125,service_unavailable,82059,15345,INR,credit,processed,customer_credit,2026-11-22
COMP000988,BK000096,CUST00144,overbooking,45364,20123,INR,voucher,pending,provider_rebooked,2026-10-24
COMP000989,BK000465,CUST00248,provider_failure,89805,10629,INR,credit,approved,partial_refund,2027-01-22
COMP000990,BK000387,CUST00291,service_unavailable,88460,19501,INR,refund,rejected,provider_rebooked,2027-03-14
COMP000991,BK000026,CUST00081,partial_booking,45401,8724,INR,cash_compensation,pending,partial_refund,2026-10-07
COMP000992,BK000525,CUST00131,cancellation,111057,22503,INR,credit,pending,partial_refund,2027-01-21
COMP000993,BK000890,CUST00056,payment_failure,107721,15541,INR,refund,rejected,provider_rebooked,2027-02-03
COMP000994,BK000643,CUST00279,provider_failure,132910,17098,INR,credit,pending,alternative_service,2026-10-06
COMP000995,BK000164,CUST00078,overbooking,84286,17168,INR,partial_refund,pending,customer_credit,2026-11-25
COMP000996,BK000948,CUST00055,partial_booking,88488,9978,INR,refund,rejected,provider_rebooked,2026-11-24
COMP000997,BK000015,CUST00011,partial_booking,32963,24668,INR,partial_refund,approved,alternative_service,2027-01-07
COMP000998,BK000548,CUST00174,overbooking,64492,17843,INR,partial_refund,rejected,alternative_service,2026-10-07
COMP000999,BK000772,CUST00067,service_unavailable,47827,24397,INR,voucher,pending,alternative_service,2027-02-08
COMP001000,BK000469,CUST00169,cancellation,49908,19112,INR,partial_refund,rejected,provider_rebooked,2027-01-11
